AnonID,year,nonspec_EM1a,nonspec_EM1b,nonspec_MNS1a,nonspec_MNS1b,nonspec_MSE1a,nonspec_MSE1b,spec_CAP,spec_ILA,spec_PPS
Sbd21f6af,2013/4,,,,,71,74,,,
Sbd68207d,2014/5,,,,,69,88,,,
Sbd7ca791,2013/4,,,,,46,30,,,
Sbda2790a,2013/4,,,,,83,72,,,
Sbdb21aca,2013/4,,,,,78,82,,,
Sbe6fbc8f,2013/4,,,,,73,51,,,
Sbebe5770,2014/5,,,,,88,86,,,
Sbeede1e2,2013/4,,,,,82,79,,,
Sbf31f4ce,2013/4,,,,,84,79,,,
Sbf686aad,2014/5,,,,,53,58,,,
Sbf71bca6,2014/5,,,,,52,56,,,
Sbf7a2f7b,2014/5,,,,,80,50,,,
Sbf9b94d0,2013/4,,,,,67,47,,,
Sc045f851,2013/4,,,,,88,84,,,
Sc082ffe1,2013/4,,,,,66,59,,,
Sc0994d69,2013/4,,,,,79,64,,,
Sc0b5aff0,2014/5,,,,,66,61,,,
Sc0c92454,2014/5,,,,,70,70,,,
Sc232653a,2013/4,,,,,78,63,,,
Sc243195f,2013/4,,,,,65,47,,,
Sc2e451f5,2014/5,,,,,65,,,,
Sc3a664bb,2013/4,,,,,70,70,,,
Sc3d0082c,2013/4,,,,,64,49,,,
Sc3f3dfd1,2013/4,,,,,77,64,,,
Sc437dbbb,2014/5,,,,,53,51,,,
Sc4d31461,2014/5,,,,,53,54,,,
Sc505e95e,2013/4,,,,,46,38,,,
Sc522973a,2013/4,,,,,81,66,,,
Sc551f9af,2013/4,,,,,79,67,,,
Sc5f61723,2013/4,,,,,73,67,,,
Sc631f577,2013/4,,,,,65,58,,,
Sc7681475,2013/4,,,,,57,44,,,
Sc7aa2a01,2013/4,,,,,60,57,,,
Sc8150802,2013/4,,,,,81,66,,,
Sc8aded28,2014/5,,,,,86,72,,,
Sc8d99c6f,2013/4,,,,,62,45,,,
Sc93995fa,2014/5,,,,,79,86,,,
Sc9a0283d,2013/4,,,,,52,61,,,
Sc9cb1f69,2014/5,,,,,57,48,,,
Sc9eba1aa,2013/4,,,,,75,48,,,
Sc9ff5f15,2014/5,,,,,70,60,,,
Sca0f84b4,2014/5,,,,,68,52,,,
Scaa8dca9,2013/4,,,,,84,67,,,
Scb4c1541,2013/4,,,,,95,92,,,
Scbb7783b,2013/4,,,,,71,66,,,
Scbe6dc59,2014/5,,,,,88,83,,,
Scc0f2880,2014/5,,,,,71,67,,,
Scc7ee274,2013/4,,,,,77,63,,,
Sccbb4e85,2013/4,,,,,81,69,,,
Scd108c12,2014/5,,,,,82,86,,,
Scd34443d,2013/4,,,,,84,80,,,
Scd9601b5,2014/5,,,,,64,49,,,
Scdc952cc,2013/4,,,,,59,64,,,
Scdef47d1,2013/4,,,,,65,60,,,
Scf06f5f8,2014/5,,,,,67,50,,,
Scf166d1c,2014/5,,,,,55,47,,,
Scf60defe,2014/5,,,,,44,,,,
Scf99bee3,2014/5,,,,,42,28,,,
Scfb1f5e3,2013/4,,,,,82,69,,,
Scfb2f539,2013/4,,,,,73,60,,,
Sd0063567,2014/5,,,,,69,63,,,
Sd0219b56,2013/4,,,,,90,85,,,
Sd0840ece,2014/5,,,,,60,52,,,
Sd0be780d,2014/5,,,,,41,13,,,
Sd0dce443,2014/5,,,,,50,49,,,
Sd1100f4f,2014/5,,,,,74,64,,,
Sd1291ed4,2014/5,,,,,56,50,,,
Sd164d82e,2013/4,,,,,72,76,,,
Sd1dd200e,2013/4,,,,,87,84,,,
Sd1f5d2bf,2014/5,,,,,90,88,,,
Sd33792fd,2014/5,,,,,59,49,,,
Sd3432358,2013/4,,,,,46,47,,,
Sd3b1cf0f,2013/4,,,,,41,,,,
Sd46a9dc1,2013/4,,,,,64,54,,,
Sd4825343,2013/4,,,,,92,87,,,
Sd56cdbbe,2013/4,,,,,85,84,,,
Sd5bf8bb7,2013/4,,,,,75,65,,,
Sd5edf07a,2014/5,,,,,45,50,,,
Sd6340482,2014/5,,,,,65,58,,,
Sd6535b6a,2014/5,,,,,50,,,,
Sd6abe9bf,2014/5,,,,,72,73,,,
Sd6da95da,2014/5,,,,,63,81,,,
Sd6eda30f,2013/4,,,,,89,80,,,
Sd70ecc84,2014/5,,,,,78,67,,,
Sd7452291,2014/5,,,,,62,76,,,
Sd74d2d30,2014/5,,,,,63,58,,,
Sd806737c,2013/4,,,,,79,62,,,
Sd845e4bb,2014/5,,,,,61,51,,,
Sd84f7adb,2014/5,,,,,55,46,,,
Sd8709d9c,2013/4,,,,,77,74,,,
Sd950eaaf,2013/4,,,,,69,63,,,
Sd9853a09,2013/4,,,,,48,58,,,
Sd9a6e2d4,2014/5,,,,,64,50,,,
Sd9af158a,2013/4,,,,,73,67,,,
Sd9bda458,2013/4,,,,,74,78,,,
Sda1d8404,2013/4,,,,,70,56,,,
Sda224712,2014/5,,,,,49,52,,,
Sda6d434d,2014/5,,,,,58,53,,,
Sda6f81e8,2013/4,,,,,54,54,,,
Sdac38aca,2014/5,,,,,88,65,,,
Sdadb919e,2013/4,,,,,59,71,,,
Sdae180df,2013/4,,,,,83,66,,,
Sdb0e1a08,2013/4,,,,,88,76,,,
Sdb7dbb5f,2014/5,,,,,83,74,,,
Sdbdc3eef,2013/4,,,,,75,80,,,
Sdc6761ae,2013/4,,,,,77,64,,,
Sdca1d212,2013/4,,,,,50,42,,,
Sdcb53c1a,2013/4,,,,,73,43,,,
Sdcbfd409,2014/5,,,,,78,69,,,
Sdcc1340e,2014/5,,,,,80,63,,,
Sdcd77e67,2014/5,,,,,25,20,,,
Sdd2cd5cd,2013/4,,,,,80,70,,,
Sdd5c7440,2014/5,,,,,62,70,,,
Sdd86aa44,2013/4,,,,,65,64,,,
Sddacf3b4,2014/5,,,,,45,47,,,
Sddc24495,2013/4,,,,,65,61,,,
Sde1adb14,2013/4,,,,,84,92,,,
Sdede38cd,2013/4,,,,,61,64,,,
Sdf5a9a6e,2013/4,,,,,69,72,,,
Sdf63fd86,2014/5,,,,,83,66,,,
Sdf7c36c2,2014/5,,,,,81,85,,,
Sdf804b4a,2013/4,,,,,55,32,,,
Sdf96a705,2014/5,,,,,73,69,,,
Sdfbe55b4,2013/4,,,,,68,64,,,
Sdfe670fb,2014/5,,,,,47,45,,,
Sdff97b5d,2013/4,,,,,79,79,,,
Sdffc66c8,2013/4,,,,,83,73,,,
Se06b0c0e,2014/5,,,,,41,,,,
Se07f5bb7,2014/5,,,,,76,60,,,
Se09a8647,2014/5,,,,,24,8,,,
Se14acf31,2014/5,,,,,40,47,,,
Se1fe0032,2014/5,,,,,54,54,,,
Se21d531a,2013/4,,,,,71,78,,,
Se232177f,2014/5,,,,,91,82,,,
Se2923674,2014/5,,,,,87,84,,,
Se2caa5aa,2014/5,,,,,71,48,,,
Se2cfb71f,2013/4,,,,,77,59,,,
Se2f2c0df,2014/5,,,,,65,58,,,
Se337a5de,2013/4,,,,,83,67,,,
Se5012d15,2014/5,,,,,64,56,,,
Se52da948,2013/4,,,,,74,48,,,
Se558ace1,2014/5,,,,,52,44,,,
Se559085a,2014/5,,,,,88,84,,,
Se5719c2f,2014/5,,,,,59,54,,,
Se58b950c,2013/4,,,,,87,73,,,
Se59fd202,2014/5,,,,,61,67,,,
Se5d77f1e,2014/5,,,,,53,,,,
Se5d92e23,2014/5,,,,,54,53,,,
Se5dd57ef,2013/4,,,,,76,70,,,
Se60463f5,2013/4,,,,,69,36,,,
Se6603cc7,2013/4,,,,,89,68,,,
Se66d6d20,2013/4,,,,,82,65,,,
Se82c0238,2013/4,,,,,67,51,,,
Se8dd5824,2014/5,,,,,64,48,,,
Se960b61e,2014/5,,,,,92,65,,,
Se9bda79d,2014/5,,,,,76,58,,,
Sea2472e9,2014/5,,,,,76,74,,,
Sea57aaed,2014/5,,,,,50,62,,,
Seaa620a4,2014/5,,,,,81,80,,,
Seb47248c,2013/4,,,,,62,64,,,
Seb6b7fa4,2014/5,,,,,83,73,,,
Sec210c8a,2014/5,,,,,56,54,,,
Sec3bd57b,2014/5,,,,,51,63,,,
Sec8b7c23,2013/4,,,,,78,61,,,
Sedbc4cc4,2014/5,,,,,58,46,,,
See274482,2013/4,,,,,54,51,,,
Seef4148b,2013/4,,,,,41,,,,
Sef30d531,2013/4,,,,,86,88,,,
Sef909dde,2014/5,,,,,65,69,,,
Sf0553e72,2013/4,,,,,83,74,,,
Sf08f8992,2013/4,,,,,56,49,,,
Sf0a01da2,2013/4,,,,,82,59,,,
Sf0a2cfb0,2013/4,,,,,79,78,,,
Sf0fa93ac,2014/5,,,,,77,62,,,
Sf1033a41,2013/4,,,,,75,70,,,
Sf185b8c6,2014/5,,,,,66,62,,,
Sf1ca6ccc,2013/4,,,,,58,45,,,
Sf1ea649e,2013/4,,,,,49,49,,,
Sf20ee7a6,2014/5,,,,,50,,,,
Sf2b2cdd1,2013/4,,,,,71,57,,,
Sf345e554,2013/4,,,,,83,79,,,
Sf36ed8fd,2013/4,,,,,55,26,,,
Sf3b1bd4a,2014/5,,,,,62,63,,,
Sf3e66d83,2014/5,,,,,77,59,,,
Sf4d08a9e,2014/5,,,,,77,49,,,
Sf518185e,2013/4,,,,,23,6,,,
Sf532814c,2014/5,,,,,68,60,,,
Sf53fd0ab,2014/5,,,,,82,61,,,
Sf5b1d19c,2014/5,,,,,87,65,,,
Sf5bd52b3,2014/5,,,,,66,49,,,
Sf6025d18,2013/4,,,,,72,,,,
Sf607408d,2013/4,,,,,84,66,,,
Sf684662e,2014/5,,,,,40,35,,,
Sf6ac5b5d,2014/5,,,,,55,54,,,
Sf74c8dbd,2013/4,,,,,73,77,,,
Sf76d5727,2013/4,,,,,82,78,,,
Sf79966dd,2013/4,,,,,44,40,,,
Sf7b9ae6d,2013/4,,,,,62,58,,,
Sf82df352,2013/4,,,,,61,53,,,
Sfa36cbe8,2014/5,,,,,61,56,,,
Sfa915317,2013/4,,,,,61,59,,,
Sfb554dd8,2014/5,,,,,93,73,,,
Sfbe1e41f,2013/4,,,,,67,61,,,
Sfc610184,2013/4,,,,,76,67,,,
Sfc8e9d61,2013/4,,,,,53,53,,,
Sfcf6165a,2014/5,,,,,49,48,,,
Sfd101237,2014/5,,,,,57,48,,,
Sfd28a717,2013/4,,,,,61,57,,,
Sfd61fc92,2013/4,,,,,77,63,,,
Sfd743b76,2013/4,,,,,63,42,,,
Sfd8a227d,2014/5,,,,,34,,,,
Sfda21f0e,2014/5,,,,,67,56,,,
Sfdd1c70a,2013/4,,,,,80,61,,,
Sfdf57676,2014/5,,,,,83,69,,,
Sfe6386d1,2014/5,,,,,44,39,,,
Sfe9e9f00,2013/4,,,,,49,38,,,
Sfeb770bb,2013/4,,,,,50,52,,,
Sfeed5893,2014/5,,,,,98,76,,,
Sff30e904,2013/4,,,,,54,33,,,
Sff74c817,2014/5,,,,,53,60,,,
S081d6b7e,2014/5,,,,,,40,,,
S2eee84b0,2013/4,,,,,,59,,,
S499814f5,2014/5,,,,,,40,,,
S640f23a7,2014/5,,,,,,37,,,
S6762aecd,2014/5,,,,,,42,,,
S7447c4fd,2013/4,,,,,,26,,,
S76926a6d,2013/4,,,,,,18,,,
S7b415c4b,2014/5,,,,,,53,,,
Sb7620447,2013/4,,,,,,5,,,
Sc2e451f5,2013/4,,,,,,50,,41,
Scb98fcbc,2014/5,,,,,,63,,69,
Sd3b1cf0f,2014/5,,,,,,54,,,
Seef4148b,2014/5,,,,,,56,,,
Sf6025d18,2014/5,,,,,,62,,,
S00001072,2017/8,,,,,,,61,,
S0068c35f,2015/6,,,,,,,67,48,
S00b64ff6,2016/7,,,,,,,60,59,52
S00d05f36,2017/8,,,,,,,80,76,59
S00d40d8b,2016/7,,,,,,,69,72,59
S00e710a0,2015/6,,,,,,,44,41,45
S0112c146,2014/5,,,,,,,72,,
S01247859,2015/6,,,,,,,56,85,42
S0158d7ac,2014/5,,,,,,,66,62,
S01875988,2015/6,,,,,,,95,97,95
S01916aa2,2017/8,,,,,,,53,64,
S0201da58,2013/4,,,,,,,53,61,
S020505b2,2014/5,,,,,,,57,54,
S025cb0b0,2017/8,,,,,,,62,69,60
S0269edd6,2015/6,,,,,,,68,65,56
S02749254,2017/8,,,,,,,36,53,
S02792710,2014/5,,,,,,,64,64,58
S02917472,2013/4,,,,,,,89,81,96
S029d389f,2014/5,,,,,,,74,50,
S029f4cab,2014/5,,,,,,,59,55,
S02b85b3b,2016/7,,,,,,,78,93,87
S02f4e93f,2014/5,,,,,,,43,45,
S031d8534,2013/4,,,,,,,66,71,78
S032b07ed,2015/6,,,,,,,68,72,
S03666721,2017/8,,,,,,,58,78,
S038a108d,2013/4,,,,,,,59,63,
S038b26e6,2016/7,,,,,,,62,69,59
S03d07500,2015/6,,,,,,,69,77,63
S040464d9,2015/6,,,,,,,64,83,69
S04273153,2015/6,,,,,,,93,98,76
S0459e5b2,2013/4,,,,,,,64,77,83
S049431d7,2015/6,,,,,,,60,68,49
S04a08cac,2015/6,,,,,,,2,,
S04b18236,2016/7,,,,,,,80,88,80
S04d55053,2013/4,,,,,,,81,71,87
S051f7975,2016/7,,,,,,,55,80,50
S051fb997,2016/7,,,,,,,82,77,
S053fe3f7,2015/6,,,,,,,2,8,
S054a6b09,2015/6,,,,,,,81,86,65
S057cb4c2,2017/8,,,,,,,47,49,
S0582620b,2017/8,,,,,,,79,73,66
S05a701af,2015/6,,,,,,,92,95,92
S05cf50e5,2013/4,,,,,,,49,,47
S062a93c5,2017/8,,,,,,,77,92,
S0687ec19,2015/6,,,,,,,90,95,
S06a927b6,2013/4,,,,,,,78,47,68
S06abf5a4,2013/4,,,,,,,51,48,42
S06ac4c50,2014/5,,,,,,,81,75,
S06ad0c48,2017/8,,,,,,,59,57,
S06d1ac8d,2014/5,,,,,,,76,72,83
S06d89b31,2013/4,,,,,,,88,82,90
S06f94e8b,2014/5,,,,,,,77,61,71
S07117d1f,2014/5,,,,,,,77,83,75
S077bd536,2014/5,,,,,,,53,45,
S07c75967,2013/4,,,,,,,72,54,
S07c7db00,2017/8,,,,,,,25,34,
S07f3069c,2016/7,,,,,,,48,56,48
S07f3ed1f,2015/6,,,,,,,77,90,62
S085fbca1,2017/8,,,,,,,42,58,
S086c6168,2014/5,,,,,,,58,55,
S089a9d17,2015/6,,,,,,,74,81,57
S08c58ceb,2017/8,,,,,,,78,82,54
S08ef2e2f,2015/6,,,,,,,85,75,
S08f0e57b,2016/7,,,,,,,50,54,
S08f311b5,2015/6,,,,,,,79,79,
S094f2d47,2015/6,,,,,,,84,78,76
S095a5c32,2013/4,,,,,,,62,80,
S09988589,2016/7,,,,,,,48,59,53
S09cfbdaf,2015/6,,,,,,,90,94,91
S0a0f1d3b,2016/7,,,,,,,70,68,65
S0a35dc3f,2014/5,,,,,,,64,64,65
S0a598dea,2015/6,,,,,,,61,82,49
S0a5b808d,2016/7,,,,,,,65,49,59
S0a7a9af5,2015/6,,,,,,,64,79,
S0a840199,2016/7,,,,,,,71,76,58
S0ab00370,2017/8,,,,,,,85,93,
S0ac4efc7,2014/5,,,,,,,61,63,
S0ad5aadb,2017/8,,,,,,,11,,
S0ae31ce4,2017/8,,,,,,,75,84,63
S0af60475,2016/7,,,,,,,69,79,72
S0b2db72a,2014/5,,,,,,,53,56,
S0b3f0aa4,2017/8,,,,,,,87,87,
S0b45433a,2017/8,,,,,,,59,77,67
S0b48ea95,2016/7,,,,,,,74,81,68
S0b52ae84,2017/8,,,,,,,74,87,
S0ba86865,2017/8,,,,,,,40,53,
S0baee7fa,2014/5,,,,,,,84,85,96
S0bfd271b,2014/5,,,,,,,77,61,73
S0c1ddfa8,2017/8,,,,,,,80,88,
S0c4bf9e8,2013/4,,,,,,,85,90,
S0c5ffc73,2015/6,,,,,,,48,55,45
S0c606d47,2015/6,,,,,,,49,35,
S0c654424,2017/8,,,,,,,59,64,
S0d049d41,2013/4,,,,,,,53,55,52
S0d2b5463,2017/8,,,,,,,60,,
S0d3e2a36,2016/7,,,,,,,71,79,62
S0d523646,2014/5,,,,,,,78,75,
S0d7f16a0,2014/5,,,,,,,57,60,75
S0d972c36,2016/7,,,,,,,93,90,
S0dc3d744,2016/7,,,,,,,67,55,
S0dc6cad1,2015/6,,,,,,,94,94,95
S0dd3bbb4,2016/7,,,,,,,88,90,
S0de442a3,2016/7,,,,,,,49,76,
S0e379eba,2014/5,,,,,,,71,62,
S0e395267,2015/6,,,,,,,87,81,
S0e3ca461,2013/4,,,,,,,59,65,75
S0ea2b0e5,2015/6,,,,,,,55,65,52
S0eb1d3ff,2014/5,,,,,,,78,75,
S0eb75350,2015/6,,,,,,,36,58,
S0eba9067,2016/7,,,,,,,41,40,
S0ef8887a,2015/6,,,,,,,94,90,73
S0f2f83dc,2013/4,,,,,,,73,66,
S0f5163db,2013/4,,,,,,,48,47,
S0f5b440a,2014/5,,,,,,,35,34,
S0f5dff63,2013/4,,,,,,,81,82,
S0f890629,2013/4,,,,,,,58,62,
S0f9d6576,2016/7,,,,,,,44,,
S0fb57364,2017/8,,,,,,,72,78,
S0fdb9957,2015/6,,,,,,,95,94,89
S0ffd784e,2013/4,,,,,,,74,47,71
S101e0e1d,2014/5,,,,,,,68,67,66
S106fb29a,2014/5,,,,,,,79,52,72
S107e28f3,2016/7,,,,,,,77,90,79
S109479c6,2014/5,,,,,,,67,70,74
S10aa115b,2016/7,,,,,,,83,90,
S115b5dd2,2013/4,,,,,,,80,83,
S11816855,2017/8,,,,,,,84,89,
S118cf950,2017/8,,,,,,,25,33,17
S11a0e0fd,2014/5,,,,,,,53,48,
S11a796cb,2014/5,,,,,,,63,69,49
S11aed704,2014/5,,,,,,,28,56,
S11f1e2b9,2013/4,,,,,,,52,39,
S122407ae,2015/6,,,,,,,79,70,
S122eb2af,2016/7,,,,,,,92,76,91
S124fe0af,2014/5,,,,,,,70,60,
S1258939d,2015/6,,,,,,,83,81,64
S125cce10,2016/7,,,,,,,96,88,82
S1299ff01,2017/8,,,,,,,66,68,45
S12a0c9a7,2016/7,,,,,,,78,67,
S12a95471,2016/7,,,,,,,59,72,67
S12c663ba,2017/8,,,,,,,61,60,
S12ebdebc,2016/7,,,,,,,64,67,
S131f2996,2016/7,,,,,,,93,78,94
S13434ed3,2017/8,,,,,,,80,91,68
S13aa79f8,2015/6,,,,,,,59,46,
S1400ac77,2015/6,,,,,,,94,,
S1404632a,2015/6,,,,,,,82,90,82
S14156b93,2014/5,,,,,,,60,67,53
S146860cd,2017/8,,,,,,,44,57,
S147282fa,2016/7,,,,,,,79,75,89
S14934012,2014/5,,,,,,,49,55,
S14958228,2014/5,,,,,,,86,90,
S14ab0136,2015/6,,,,,,,55,63,58
S14ace5c0,2013/4,,,,,,,19,,24
S14c312f9,2017/8,,,,,,,64,84,74
S14cb9e69,2017/8,,,,,,,76,92,76
S14d0a1a6,2014/5,,,,,,,51,52,71
S150fb80c,2016/7,,,,,,,71,75,81
S151e48fd,2016/7,,,,,,,67,65,
S152c319f,2017/8,,,,,,,48,77,50
S15637755,2016/7,,,,,,,75,65,73
S15a28545,2015/6,,,,,,,50,65,50
S15a4c944,2013/4,,,,,,,88,72,
S162233c7,2015/6,,,,,,,57,79,
S164eef55,2017/8,,,,,,,84,86,75
S166cfac7,2015/6,,,,,,,55,52,40
S167c9637,2016/7,,,,,,,62,59,
S1697da08,2013/4,,,,,,,79,86,79
S16ca4bd4,2014/5,,,,,,,79,67,
S16e54214,2017/8,,,,,,,80,89,
S16e5b920,2013/4,,,,,,,43,32,36
S16eae5a0,2013/4,,,,,,,58,55,45
S16f8b0d1,2016/7,,,,,,,60,71,
S1738be36,2016/7,,,,,,,70,64,63
S1760c66b,2015/6,,,,,,,85,71,
S177976b4,2017/8,,,,,,,69,82,41
S17c6255a,2015/6,,,,,,,56,50,61
S183ea4e7,2013/4,,,,,,,58,53,
S184c2c5c,2014/5,,,,,,,80,62,70
S18ccac13,2016/7,,,,,,,60,69,59
S18f9a347,2017/8,,,,,,,66,80,71
S1932ca69,2014/5,,,,,,,77,88,90
S194e2709,2014/5,,,,,,,64,58,68
S19a01f47,2016/7,,,,,,,60,,
S19caa8e9,2013/4,,,,,,,80,78,87
S19fbea87,2016/7,,,,,,,56,50,
S1a0eaec4,2017/8,,,,,,,60,77,
S1a2703ea,2016/7,,,,,,,90,79,87
S1a279e0a,2017/8,,,,,,,10,54,33
S1a6299d5,2016/7,,,,,,,63,57,
S1a873246,2014/5,,,,,,,76,77,
S1aa94048,2017/8,,,,,,,34,47,
S1af80fa9,2013/4,,,,,,,68,68,
S1b25451a,2015/6,,,,,,,78,81,72
S1b66a4ae,2015/6,,,,,,,86,91,80
S1b6f0ef2,2013/4,,,,,,,5,24,
S1b959a31,2015/6,,,,,,,63,55,
S1bedb73c,2017/8,,,,,,,21,60,
S1c0d128d,2015/6,,,,,,,78,77,62
S1c736f6a,2014/5,,,,,,,82,76,
S1c8b1d5d,2014/5,,,,,,,70,55,63
S1cb71e63,2016/7,,,,,,,78,83,79
S1cd1dee6,2015/6,,,,,,,99,93,
S1ce881b4,2016/7,,,,,,,60,73,41
S1cf0892b,2013/4,,,,,,,74,81,
S1d7bf56f,2016/7,,,,,,,60,71,
S1d8dd665,2016/7,,,,,,,89,94,
S1dbb3d48,2013/4,,,,,,,63,47,44
S1df23bdf,2016/7,,,,,,,57,62,
S1e408130,2016/7,,,,,,,70,68,57
S1e700121,2017/8,,,,,,,75,77,51
S1e7bdf59,2015/6,,,,,,,58,72,
S1ec9f631,2015/6,,,,,,,86,78,67
S1ed5701a,2014/5,,,,,,,90,83,84
S1ee16d64,2015/6,,,,,,,81,85,
S1f041cdc,2017/8,,,,,,,51,60,35
S1f07eb7e,2014/5,,,,,,,59,48,50
S1f405747,2017/8,,,,,,,72,88,72
S1f8ba5bb,2015/6,,,,,,,66,69,64
S1fd3f687,2015/6,,,,,,,96,94,93
S1ff0158c,2016/7,,,,,,,53,51,43
S20245e0c,2014/5,,,,,,,74,49,
S2033609b,2016/7,,,,,,,81,93,
S20606098,2016/7,,,,,,,68,63,
S206e31a5,2016/7,,,,,,,75,69,61
S208bbe67,2016/7,,,,,,,51,52,62
S209611a0,2015/6,,,,,,,78,91,87
S20a443a3,2017/8,,,,,,,42,76,45
S20f51cf5,2014/5,,,,,,,60,53,52
S20f56a86,2014/5,,,,,,,71,48,63
S20fb3bbb,2013/4,,,,,,,49,76,56
S210029b0,2016/7,,,,,,,51,77,
S211ced1e,2013/4,,,,,,,72,82,70
S2123da1c,2017/8,,,,,,,38,60,60
S2134108f,2013/4,,,,,,,60,67,47
S213bea29,2013/4,,,,,,,83,76,87
S21521fd8,2013/4,,,,,,,49,64,68
S215ea721,2016/7,,,,,,,60,,
S2160b6ef,2014/5,,,,,,,60,61,66
S21b25eb6,2016/7,,,,,,,78,73,
S21cd7092,2013/4,,,,,,,69,59,82
S21d9f77e,2014/5,,,,,,,76,71,65
S22049ee9,2017/8,,,,,,,69,85,73
S229ad77f,2015/6,,,,,,,82,77,78
S22c0e0d0,2017/8,,,,,,,58,69,53
S22e451bc,2015/6,,,,,,,75,86,70
S22f4440f,2013/4,,,,,,,3,23,
S231ff526,2017/8,,,,,,,63,73,60
S23784e6d,2013/4,,,,,,,66,69,86
S23c9a81d,2016/7,,,,,,,67,75,
S23ef5683,2016/7,,,,,,,51,60,63
S23f33b2b,2014/5,,,,,,,42,70,54
S24076035,2014/5,,,,,,,84,73,
S2427d1d6,2015/6,,,,,,,95,96,
S2429367a,2013/4,,,,,,,52,53,65
S2475aa1b,2013/4,,,,,,,83,81,80
S248af308,2017/8,,,,,,,60,71,
S24a9cf76,2014/5,,,,,,,76,65,57
S24cdd2d1,2015/6,,,,,,,97,89,
S24d58b10,2013/4,,,,,,,54,63,
S251d44d2,2015/6,,,,,,,78,90,
S252148dc,2015/6,,,,,,,86,96,
S2533f90e,2014/5,,,,,,,97,84,89
S2555b4cc,2014/5,,,,,,,76,82,76
S25ab86b6,2015/6,,,,,,,90,91,76
S25e5ab05,2014/5,,,,,,,13,26,
S25ea9141,2014/5,,,,,,,67,68,66
S2628fc50,2017/8,,,,,,,45,65,41
S2630d3e2,2016/7,,,,,,,46,58,37
S2640ef9f,2015/6,,,,,,,65,65,
S264532e8,2016/7,,,,,,,44,,
S266cc2c4,2015/6,,,,,,,69,82,62
S26a58bde,2015/6,,,,,,,66,89,57
S26fcee99,2015/6,,,,,,,79,76,
S27153b33,2017/8,,,,,,,74,89,78
S2729650f,2014/5,,,,,,,60,51,54
S272af835,2015/6,,,,,,,94,88,81
S272da562,2016/7,,,,,,,68,51,48
S2736c7af,2014/5,,,,,,,86,69,67
S273d0640,2017/8,,,,,,,82,87,77
S273de2e3,2013/4,,,,,,,51,64,57
S2742ebfa,2017/8,,,,,,,61,60,
S27577270,2017/8,,,,,,,22,41,28
S27834784,2015/6,,,,,,,79,79,76
S27954f78,2013/4,,,,,,,52,46,50
S27dfdbe5,2015/6,,,,,,,66,72,58
S27e31829,2013/4,,,,,,,49,65,
S27f00270,2016/7,,,,,,,68,80,68
S27f2fb03,2015/6,,,,,,,64,80,60
S27fd1112,2013/4,,,,,,,59,48,50
S28359df9,2014/5,,,,,,,73,66,
S2849c608,2013/4,,,,,,,56,49,64
S285f2a47,2014/5,,,,,,,85,74,85
S286a0e72,2016/7,,,,,,,81,69,79
S28962ef8,2017/8,,,,,,,70,68,
S28d62b35,2013/4,,,,,,,33,35,
S28e1b4e6,2014/5,,,,,,,88,71,77
S28ec3a74,2013/4,,,,,,,66,49,55
S2992f800,2017/8,,,,,,,83,91,
S299377ca,2016/7,,,,,,,47,49,44
S29a091c5,2015/6,,,,,,,65,64,44
S2a29f724,2013/4,,,,,,,66,64,52
S2a340ac1,2014/5,,,,,,,50,48,46
S2a3b46f6,2013/4,,,,,,,44,47,65
S2a91365f,2014/5,,,,,,,50,50,57
S2aa4390b,2015/6,,,,,,,69,71,
S2add704f,2015/6,,,,,,,63,59,59
S2ae5ee1e,2014/5,,,,,,,83,,
S2b21dbb0,2017/8,,,,,,,53,72,
S2b39b697,2017/8,,,,,,,75,87,75
S2b3c2a19,2016/7,,,,,,,68,57,37
S2b5527b0,2013/4,,,,,,,83,85,
S2b9604ce,2015/6,,,,,,,51,59,
S2b97d936,2017/8,,,,,,,56,75,48
S2bb22842,2016/7,,,,,,,60,52,
S2bb7a707,2015/6,,,,,,,69,89,72
S2bbc247d,2017/8,,,,,,,58,60,
S2bfbee37,2013/4,,,,,,,50,58,
S2c014222,2016/7,,,,,,,90,85,89
S2c161a71,2014/5,,,,,,,86,81,
S2c1aff9a,2014/5,,,,,,,83,82,75
S2c21a1f3,2015/6,,,,,,,68,82,66
S2c4fd620,2017/8,,,,,,,54,41,
S2c5440f9,2016/7,,,,,,,88,76,65
S2c58c3d6,2016/7,,,,,,,55,49,
S2c75e330,2016/7,,,,,,,84,77,76
S2cc4f154,2013/4,,,,,,,64,58,64
S2ce25df8,2013/4,,,,,,,56,51,
S2d2041ef,2014/5,,,,,,,51,59,
S2d2f1d6f,2013/4,,,,,,,21,,
S2d3a75ae,2015/6,,,,,,,84,80,
S2d498fc8,2017/8,,,,,,,82,85,63
S2d651b22,2016/7,,,,,,,60,56,44
S2d83164d,2014/5,,,,,,,83,77,
S2de2c90a,2015/6,,,,,,,35,49,50
S2e161d14,2015/6,,,,,,,51,62,
S2e17244f,2013/4,,,,,,,85,78,90
S2e500aa6,2013/4,,,,,,,79,76,80
S2e54bcb8,2016/7,,,,,,,86,86,94
S2e842c89,2017/8,,,,,,,54,56,
S2eef5678,2013/4,,,,,,,93,88,93
S2ef40f63,2015/6,,,,,,,81,76,79
S2f77a2a5,2014/5,,,,,,,56,63,55
S2f8681ea,2014/5,,,,,,,79,,
