"AnonID","Q1","Q3","N3","Q5","Q6","Q7","N7","Q9","Q10","N10","N11","N12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Total","AAC","APPS","CAP","ILA","MfP1","PPS","SVCDE","AAC.Grade","APPS.Grade","CAP.Grade","ILA.Grade","MfP1.Grade","PPS.Grade","SVCDE.Grade","School","Gender","Region","ILA.bin","PPS.MfP1","CAP.MfP1","ILA.MfP1","Y1Fs","Y2Fs","CAP.bin","PPS.bin","ILA.grade","Qual","Category","F1","SE_F1","Y1Fs.bin"
"cb1d1ed7",5,5,5,5,5,5,5,5,5,1.88,5,4,5,2,0,5,5,0,0,5,77.88,NA,NA,47,49,NA,NA,NA,NA,NA,"D","D",NA,NA,NA,3,"M",4,"Fail",NA,"No","No",NA,NA,"Fail",NA,"CD","SQA","Cat2",0.30131208717269,0.393851786748011,NA
"cb35821e",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,NA,NA,42,73,NA,48,NA,NA,NA,"D","A",NA,"D",NA,1,"F",3,"Pass","No","No","No",2,NA,"Fail","Fail","AB","A-Level","Cat3",1.93673452577649,0.62660029640933,"2-3"
"cbd236e6",5,5,5,5,2,5,0,5,5,2.5,5,5,5,2,5,5,5,5,5,5,86.5,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,"B",NA,NA,2,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.712410134974644,0.432618259598067,NA
"cc140730",5,5,5,0,2,5,5,5,2.5,3.13,5,5,0,5,5,5,5,5,5,0,77.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.263880676905293,0.391197144780235,NA
"cc519943",5,5,5,5,0,5,5,5,5,5,5,5,5,5,0,5,5,0,5,0,80,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,"A",NA,NA,2,"F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.74698818032225,0.436709559324871,NA
"cc838575",5,5,5,5,0,5,0,5,5,1.25,2,5,2,0,5,5,5,5,0,0,65.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.424995645858704,0.361368755931419,NA
"cc9cb7a4",5,5,5,0,0,5,0,5,5,5,5,5,5,4,5,5,5,0,0,0,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.180892954005335,0.385782090259732,NA
"cd3a72ee",5,5,5,5,2,5,5,5,2.5,2.5,4,5,5,2,0,5,5,5,5,0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.242680550874908,0.389753175943553,NA
"cd3f9307",5,5,5,5,0,0,5,5,5,0,5,5,5,1,5,5,5,5,5,0,76,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,"B",NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.0871792163269937,0.372179062793774,NA
"cd459ebd",5,5,5,5,5,5,5,5,5,3.75,5,5,5,5,0,5,5,5,5,5,93.75,NA,NA,84,75,NA,NA,NA,NA,NA,"A","A",NA,NA,NA,5,"M",3,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","A-Level","Cat3",1.3652857691631,0.5279160740109,NA
"cd81dca7",5,5,5,5,0,5,0,5,2.5,1.88,5,5,5,0,3.75,5,5,5,5,5,78.13,NA,NA,67,81,NA,61,NA,NA,NA,"B","A",NA,"B",NA,1,"F",1,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat3",0.267359161669567,0.391438143919316,"0-1"
"cd862304",5,5,1.25,0,2,0,0,5,5,0,2,5,2,2,2.5,5,5,0,5,0,51.75,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,"C",NA,NA,5,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.940824425365019,0.353822459493004,NA
"cdad70c4",5,5,5,0,2,0,0,5,0,1.88,5,4,0,0,0,5,5,0,0,5,47.88,NA,NA,40,53,NA,NA,NA,NA,NA,"E","C",NA,NA,NA,3,"F",2,"Pass",NA,"No","No",NA,NA,"Fail",NA,"CD","Unknown","Unknown",-0.848417785025023,0.35444822643857,NA
"ce008a54",5,5,5,5,2,0,5,5,5,1.25,5,5,0,0,0,5,5,5,5,0,68.25,NA,NA,62,70,NA,NA,NA,NA,NA,"B","A",NA,NA,NA,3,"M",2,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","Unknown","Unknown",-0.327825892533418,0.363914260030904,NA
"ce10fa98",5,5,5,5,5,5,5,5,5,3.75,5,5,5,5,0,5,5,5,5,5,93.75,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,"A",NA,NA,5,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.3652857691631,0.5279160740109,NA
"ce17a6a5",0,0,3.75,5,2,2.5,0,5,5,0,4,5,0,0,5,5,5,5,5,5,62.25,NA,NA,37,60,NA,54,NA,NA,NA,"E","B",NA,"C",NA,1,"F",3,"Pass","No","No","No",1,NA,"Fail","Pass","AB","A-Level","Cat3",-0.530942259245307,0.359024374324709,"0-1"
"ce2c85a9",5,5,5,5,0,5,5,5,5,5,5,5,5,2,5,5,5,0,5,5,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.02265810796238,0.473615456272516,NA
"ce8d9525",5,5,5,5,2,5,5,5,5,4.38,5,5,5,2,0,5,5,5,5,5,88.38,67,57,NA,NA,NA,NA,72,"B","C",NA,NA,NA,NA,"A",1,"M",3,NA,NA,NA,NA,NA,0,NA,NA,NA,"Unknown","Unknown",0.986517215132628,0.468373542492446,NA
"ceb93a57",5,5,3.75,0,0,0,0,5,0,0,0,5,5,2,0,0,0,5,0,0,35.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.48873840564585,0.358519434518158,NA
"cec39473",5,5,2.5,5,0,5,0,5,5,5,5,5,0,5,5,5,5,5,5,5,82.5,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,"A",NA,NA,2,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.676640605821498,0.428520539645143,NA
"cf4ae4ac",2.5,5,5,5,2,0,0,5,5,2.5,5,5,0,2,5,5,5,0,5,5,69,NA,NA,75,77,NA,73,NA,NA,NA,"A","A",NA,"A",NA,1,"F",3,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat3",-0.0303547157368166,0.374621769508229,"0-1"
"cfa4a45a",5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.56275194433413,0.561691235261847,NA
"cfa64f1e",5,0,2.5,0,2,5,0,5,0,1.25,2,5,2,0,5,5,5,0,0,5,49.75,NA,NA,53,63,NA,NA,NA,NA,NA,"C","B",NA,NA,NA,3,"M",4,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","SQA","Cat3",-0.894811979026159,0.354091416748039,NA
"d001d2b7",5,5,5,5,0,5,5,5,5,5,5,5,2,2,5,5,5,5,0,5,84,NA,NA,40,78,NA,4,NA,NA,NA,"E","A",NA,"H",NA,3,"M",1,"Pass","No","No","No",2,NA,"Fail","Fail","AB","IB","Cat2",0.663634343024142,0.427064771468512,"2-3"
"d0062b4d",5,5,0,5,0,5,0,5,5,2.5,2,4,5,5,5,0,5,5,0,5,68.5,NA,NA,72,93,NA,62,NA,NA,NA,"A","A",NA,"B",NA,4,"F",2,"Pass","No","No","No",0,NA,"Pass","Pass","AB","Unknown","Unknown",-0.172856459991968,0.368877150486957,"0-1"
"d016f81f",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,65,70,NA,NA,NA,NA,73,"B","A",NA,NA,NA,NA,"A",1,"F",1,NA,NA,NA,NA,NA,0,NA,NA,NA,"Unknown","Unknown",1.93673452577649,0.62660029640933,NA
"d02a6abc",5,5,1.25,0,0,0,0,0,5,0,2,5,5,2,2.5,0,5,5,5,0,47.75,NA,NA,67,83,NA,60,NA,NA,NA,"B","A",NA,"B",NA,4,"M",1,"Pass","No","No","No",0,NA,"Pass","Pass","AB","Unknown","Unknown",-1.11617159763732,0.353636302693619,"0-1"
"d0336e11",5,0,5,5,0,0,0,5,5,0,5,5,5,5,0,5,5,5,0,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.45672087001601,0.360621540066918,NA
"d15fd981",0,5,5,5,2,5,0,5,5,1.25,5,5,5,5,0,5,5,0,5,5,73.25,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,4,"M",2,"Pass",NA,NA,"No",NA,NA,NA,NA,"AB","A-Level","Cat3",0.330154374592729,0.395990942154337,NA
"d16239ff",5,5,5,5,5,5,5,5,5,3.13,5,4,5,2,5,5,5,5,5,0,89.13,NA,NA,34,57,NA,NA,NA,NA,NA,"E","C",NA,NA,NA,2,"M",4,"Pass",NA,"No","No",NA,NA,"Fail",NA,"CD","SQA","Cat3",0.673548404585011,0.428172776026019,NA
"d1ad0952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,"E",NA,NA,5,"F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"d1ea7c65",5,5,5,5,0,5,5,0,5,5,5,5,5,5,0,5,5,5,5,5,85,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,"A",NA,NA,2,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.97145244307813,0.466221826495469,NA
"d1f87f1e",5,5,3.75,0,0,5,0,5,2.5,0,0,5,0,0,0,5,5,5,0,0,46.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.14742982466829,0.353753877865064,NA
"d209c05",5,0,5,5,2,5,0,5,2.5,1.88,2,5,5,5,5,5,5,5,0,5,73.38,NA,NA,60,71,NA,NA,NA,NA,NA,"B","A",NA,NA,NA,3,"M",4,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","SQA","Cat3",0.132816421109787,0.382926768003388,NA
"d21597e9",5,5,5,5,5,5,0,5,5,0,5,5,5,2,5,5,5,5,0,0,77,NA,NA,75,69,NA,NA,NA,NA,NA,"A","B",NA,NA,NA,2,"F",3,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","A-Level","Cat1",-0.0100387758627022,0.375547893706643,NA
"d21cd29",0,0,2.5,0,2,5,0,5,5,2.5,2,5,5,2,5,5,5,5,5,0,61,NA,NA,69,77,NA,57,NA,NA,NA,"B","A",NA,"C",NA,1,"M",3,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat3",-0.447384580919618,0.360837325893774,"0-1"
"d2527a2d",5,5,5,5,5,5,5,5,5,3.13,5,5,5,5,5,5,5,5,5,5,98.13,NA,NA,73,86,NA,64,NA,NA,NA,"A","A",NA,"B",NA,3,"F",3,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat3",1.500488180513,0.55093260478477,"0-1"
"d2a9659d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,53,NA,NA,NA,NA,NA,"E","C",NA,NA,NA,5,"F",4,"Pass",NA,"No","No",NA,NA,"Fail",NA,"CD","SQA","Cat3",NA,NA,NA
"d2c30077",5,5,5,5,0,5,0,5,5,1.88,5,5,0,5,5,5,5,5,0,5,76.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.27394422141613,0.391897548056458,NA
"d2e7d990",5,0,5,5,2,5,0,5,5,1.25,5,5,2,2,5,5,5,0,5,0,67.25,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,"C",NA,NA,NA,5,"M",3,"Pass",NA,NA,"No",NA,NA,NA,NA,"CD","Unknown","Unknown",-0.161969645451348,0.369272880253592,NA
"d35023ff",0,5,5,0,5,5,0,5,2.5,1.25,5,5,5,2,5,0,5,5,0,0,60.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.487798222560222,0.359927489323577,NA
"d3877dbe",5,5,2.5,0,5,0,0,5,0,0,2,0,5,0,0,5,5,5,0,0,44.5,NA,NA,54,41,NA,NA,NA,NA,NA,"C","E",NA,NA,NA,3,"M",4,"Fail",NA,"No","No",NA,NA,"Pass",NA,"CD","SQA","Cat2",-1.31785053575511,0.355292946597644,NA
"d38a5488",5,5,5,5,5,5,0,5,2.5,5,5,0,5,4,5,5,5,5,5,5,86.5,NA,NA,72,73,NA,NA,NA,NA,NA,"A","A",NA,NA,NA,3,"M",2,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","Unknown","Unknown",0.882709348212533,0.453965521043763,NA
"d43065f5",5,0,3.75,0,5,0,0,0,5,1.25,1,5,2,2,5,5,5,5,5,0,55,NA,NA,35,53,NA,33,NA,NA,NA,"E","C",NA,"E",NA,1,"M",4,"Pass","No","No","No",2,NA,"Fail","Fail","CD","SQA","Cat1",-0.83851205047362,0.354535251883097,"2-3"
"d48f96eb",5,5,5,5,0,5,5,5,5,1.88,5,5,2,5,5,5,5,5,5,5,88.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.827847231660252,0.446765437004939,NA
"d498f416",5,5,2.5,5,0,5,0,5,2.5,1.88,5,5,2,5,5,5,5,0,0,0,63.88,NA,NA,53,66,NA,NA,NA,NA,NA,"C","B",NA,NA,NA,2,"F",3,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","A-Level","Cat3",-0.282582691430201,0.365241032376278,NA
"d55bada9",0,0,3.75,5,0,0,0,0,0,0,5,5,5,2,0,5,5,5,5,0,45.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.03021269170321,0.353554612420064,NA
"d58ac594",5,5,3.75,5,5,5,5,5,5,4.38,5,5,0,5,5,5,5,5,5,5,93.13,50,64,NA,NA,NA,NA,NA,"C","B",NA,NA,NA,NA,NA,2,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.116974644509,0.48779361701274,NA
"d5cd9352",5,5,5,5,2,5,0,5,5,3.13,5,5,5,5,5,5,5,5,0,5,85.13,NA,NA,41,63,NA,47,NA,NA,NA,"D","B",NA,"D",NA,4,"F",3,"Pass","No","No","No",2,NA,"Fail","Fail","AB","A-Level","Cat1",0.75983064409686,0.438261316032851,"2-3"
"d62d3f6e",5,5,2.5,5,0,5,0,5,2.5,0,5,5,2,5,0,0,5,0,0,5,57,NA,NA,67,77,NA,53,NA,NA,NA,"B","A",NA,"C",NA,5,"M",2,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat1",-0.489037883973691,0.359900567792531,"0-1"
"d6fca25d",5,5,5,5,0,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.20579845825885,0.501735112525293,NA
"d716b668",5,5,5,5,2,5,0,5,5,1.88,5,5,5,2,0,5,5,5,5,0,75.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.190973950198546,0.386406402138607,NA
"d778582a",5,0,2.5,5,5,5,0,5,2.5,1.25,5,1,2,5,5,5,5,5,5,0,69.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.232205906627215,0.366833501665294,NA
"d783aa08",5,5,5,5,0,5,5,5,2.5,3.13,5,5,5,5,3.75,5,5,0,5,5,84.38,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,"C",NA,NA,2,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.854444825791461,0.450218926579022,NA
"d7b371b",5,5,5,5,2,5,0,5,5,5,5,5,5,2,5,5,5,5,5,0,84,67,60,NA,NA,NA,NA,69,"B","B",NA,NA,NA,NA,"B",1,"F",3,NA,NA,NA,NA,NA,0,NA,NA,NA,"Unknown","Unknown",0.682012747621553,0.429127173324866,NA
"d83bbd2c",5,5,5,5,5,5,0,5,5,3.75,5,5,5,5,5,5,5,5,5,5,93.75,NA,NA,82,92,NA,NA,NA,NA,NA,"A","A",NA,NA,NA,4,"M",2,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","A-Level","Cat3",1.33960022419345,0.523616606697155,NA
"d84395b1",5,5,5,5,2,5,0,5,5,3.75,5,5,5,2,5,5,5,5,5,0,82.75,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,5,"F",3,"Pass",NA,NA,"No",NA,NA,NA,NA,"AB","A-Level","Cat3",0.532703431187579,0.413436177676224,NA
"d88a7ef2",5,5,5,5,0,5,5,5,2.5,1.88,5,0,2,5,5,5,5,0,0,0,66.38,NA,NA,49,79,NA,61,NA,NA,NA,"D","A",NA,"B",NA,1,"M",4,"Pass","No","No","No",1,NA,"Fail","Pass","AB","SQA","Cat3",-0.197401228204375,0.368009078223987,"0-1"
"d89f54d5",5,5,5,5,0,5,5,5,2.5,5,5,5,5,5,5,5,5,5,5,5,92.5,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,"C",NA,NA,NA,5,"M",1,"Pass",NA,NA,"No",NA,NA,NA,NA,"CD","A-Level","Cat3",1.39145274547491,0.532323368200375,NA
"d8a5f038",2.5,0,1.25,0,2,0,0,0,0,3.13,5,5,0,5,0,0,0,0,0,0,23.88,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,5,"M",3,"Pass",NA,NA,"No",NA,NA,NA,NA,"AB","A-Level","Cat1",-1.65873576535865,0.3635986324231,NA
"d8b0e140",5,5,3.75,5,5,5,0,5,5,5,5,5,0,5,5,5,5,5,5,5,88.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.98946257919481,0.468796551871315,NA
"d8f70c84",5,5,5,5,2,5,5,5,5,1.25,5,5,5,5,5,5,5,5,5,0,88.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.654615714957258,0.426066096081336,NA
"d8f7af1a",5,5,5,5,5,5,0,5,5,3.13,5,5,5,2,2.5,5,5,5,5,0,82.63,NA,NA,60,77,NA,NA,NA,NA,NA,"B","A",NA,NA,NA,2,"M",4,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","SQA","Cat3",0.481242366373508,0.40859084900076,NA
"db045728",5,5,5,5,2,0,0,5,2.5,1.25,5,5,5,2,5,5,5,5,0,5,72.75,NA,NA,60,67,NA,NA,NA,NA,NA,"B","B",NA,NA,NA,3,"M",1,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","Unknown","Unknown",-0.0483757651936426,0.373823957492464,NA
"db441586",5,0,2.5,5,0,5,0,0,2.5,0,5,0,0,0,0,0,0,0,0,0,25,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,"E",NA,NA,NA,5,"F",4,"Fail",NA,NA,"No",NA,NA,NA,NA,"CD","SQA","Cat1",-1.86572849471565,0.372529223419782,NA
"db467ead",5,5,5,5,2,5,5,5,5,1.88,1,5,5,5,5,5,5,0,5,5,84.88,NA,NA,59,75,NA,51,NA,NA,NA,"C","A",NA,"C",NA,1,"M",3,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat3",0.669536455948825,0.427723114913805,"0-1"
"db50a0ee",5,5,5,5,5,5,0,5,5,5,5,5,5,2,5,5,5,5,5,5,92,NA,NA,77,78,NA,NA,NA,NA,NA,"A","A",NA,NA,NA,3,"M",1,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","Unknown","Unknown",1.19415873142206,0.499878815438575,NA
"db79ce95",5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,97,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,"A",NA,NA,2,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.72957004217025,0.590727084927952,NA
"dbeb163b",0,0,5,0,0,5,0,5,5,0,4,5,2,5,3.75,5,0,0,0,0,44.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.935399629964333,0.35384966526058,NA
"dbf61951",5,0,3.75,5,0,5,0,5,5,0,5,5,5,2,5,5,5,5,0,5,70.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.135944192566336,0.37024634495737,NA
"dcee2156",0,0,2.5,0,0,2.5,0,0,5,1.25,1,0,3,0,0,0,5,5,0,0,25.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.83646231492194,0.371075720471574,NA
"dcfae2e",5,0,2.5,5,0,5,0,5,2.5,2.5,2,5,5,5,3.75,5,5,5,0,0,63.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.322134175990487,0.364076008169599,NA
"dd08a0eb",5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,95,NA,NA,61,82,NA,67,NA,NA,NA,"B","A",NA,"B",NA,3,"F",1,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat3",1.52249848321804,0.554727257269886,"0-1"
"dd2513a8",5,5,5,5,5,5,5,5,2.5,4.38,5,5,0,5,5,5,5,5,5,5,91.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.09980869643296,0.485162355274651,NA
"dd3fb5f1",0,0,2.5,5,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-2.10713537164735,0.387007344008367,NA
"dd9ef3ed",5,5,5,5,2,5,0,5,5,5,5,5,5,5,5,5,5,0,5,5,87,53,76,NA,NA,NA,NA,74,"C","A",NA,NA,NA,NA,"A",1,"M",3,NA,NA,NA,NA,NA,0,NA,NA,NA,"A-Level","Cat3",1.2110721790659,0.502578899676998,NA
"ddaebaca",5,5,5,5,2,5,0,0,5,1.25,5,5,5,5,5,5,5,5,5,5,83.25,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,"A",NA,NA,2,"F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.540687051077691,0.414213634695938,NA
"de21c465",5,5,5,5,0,5,0,0,5,0,1,1,5,0,5,5,5,5,0,0,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.810077659949926,0.354805824891441,NA
"de772bb0",5,5,5,5,0,5,5,5,5,2.5,5,5,5,5,5,5,5,5,5,5,92.5,75,82,NA,NA,NA,NA,NA,"A","A",NA,NA,NA,NA,NA,1,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.13527587385899,0.490622338253918,NA
"dea3baf8",0,0,5,5,2,0,0,0,5,3.75,0,4,5,5,5,5,5,0,5,0,54.75,NA,NA,59,55,NA,NA,NA,NA,NA,"C","C",NA,NA,NA,1,"F",1,"Pass",NA,"No","No",NA,NA,"Pass",NA,"CD","Unknown","Unknown",-0.478372917052583,0.360134082582235,NA
"dee82f26",5,5,5,5,5,5,0,5,5,3.75,2,5,3,5,5,5,5,5,5,5,88.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.927137310849472,0.460010080996918,NA
"df65ca94",5,5,5,5,2,5,0,5,5,1.25,5,5,5,1,5,5,5,5,5,5,84.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.481631616021213,0.408626424363338,NA
"df8c7398",5,5,0,5,0,0,0,0,2.5,0,5,0,2,2,2.5,5,5,5,5,0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.15531705843537,0.35379123539761,NA
"e0e106c3",5,5,5,5,5,5,0,5,5,3.75,5,5,5,5,5,5,5,5,5,0,88.75,NA,NA,66,77,NA,62,NA,NA,NA,"B","A",NA,"B",NA,3,"F",3,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat3",0.900027755115114,0.456299447163802,"0-1"
"e14f7e37",5,5,3.75,5,0,5,5,0,5,1.25,5,5,5,2,5,0,5,5,0,0,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.353763034933553,0.363195411221045,NA
"e1baea45",0,5,5,5,2,5,5,5,5,3.75,5,5,5,5,5,5,5,5,5,5,90.75,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,"E",NA,2,"M",3,NA,"No",NA,NA,NA,NA,NA,"Fail",NA,"Unknown","Unknown",1.15258668687158,0.493319571860545,NA
