"Gender","Domicile.on.Programme.Entry","Nationality","Fee.Status.Grouping","Fee.Status.Description","Programme.Of.Study.Sought.Title","Year.Of.Attendance","Year.Of.Programme","Course.Code","Course.Name","AnonID"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","887b8be5"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",2,2,"PHYS08016","Physics 1A:  Foundations","5e6c2d2d"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",2,2,"PHYS08035","Mathematics for Physics 1","5e6c2d2d"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",2,2,"PHYS08036","Mathematics for Physics 2","5e6c2d2d"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",3,2,"SCEE08009","Engineering Mathematics 2A","b3df1f73"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Medicinal and Biological Chemistry",3,3,"PHYS08016","Physics 1A:  Foundations","73668a3f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Theoretical Physics",3,2,"PHYS08016","Physics 1A:  Foundations","21d1fbfe"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Theoretical Physics",3,2,"PHYS08035","Mathematics for Physics 1","21d1fbfe"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Theoretical Physics",3,2,"PHYS08036","Mathematics for Physics 2","21d1fbfe"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electrical Engineering with Renewable Energy",3,2,"SCEE08009","Engineering Mathematics 2A","502ba785"
"M","Spain","Spain (includes Ceuta, Melilla)","SEU","EU/EEA fee rate","Mathematics and Physics",3,3,"PHYS08016","Physics 1A:  Foundations","206d4e12"
"F","United Arab Emirates","Iran [Iran, Islamic Republic of]","OVERSEAS","Overseas/International fee rate","Mechanical Engineering",3,3,"PHYS08016","Physics 1A:  Foundations","9efc1879"
"F","United Arab Emirates","Iran [Iran, Islamic Republic of]","OVERSEAS","Overseas/International fee rate","Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","9efc1879"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Ordinary Sciences",3,3,"PHYS08016","Physics 1A:  Foundations","41b3f3bd"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Ordinary Sciences",3,3,"PHYS08035","Mathematics for Physics 1","41b3f3bd"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Ordinary Sciences",3,3,"PHYS08036","Mathematics for Physics 2","41b3f3bd"
"M","England","China","OVERSEAS","Overseas/International fee rate","Artificial Intelligence and Computer Science",3,2,"PHYS08016","Physics 1A:  Foundations","410574c2"
"M","China","China","OVERSEAS","Overseas/International fee rate","Civil Engineering",2,1,"PHYS08016","Physics 1A:  Foundations","d14dea"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",2,2,"PHYS08016","Physics 1A:  Foundations","3eb8a211"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","fcc4e969"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Structural Engineering with Architecture",3,3,"SCEE08009","Engineering Mathematics 2A","9b540aef"
"M","Hungary","Hungary","SEU","EU/EEA fee rate","Chemical Engineering",2,3,"SCEE08009","Engineering Mathematics 2A","7422e685"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","add91df4"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","4ce87b36"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,2,"PHYS08016","Physics 1A:  Foundations","ff99c2a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Music Technology",2,2,"PHYS08016","Physics 1A:  Foundations","ef744f04"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Music Technology",2,2,"PHYS08035","Mathematics for Physics 1","ef744f04"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Music Technology",2,2,"PHYS08036","Mathematics for Physics 2","ef744f04"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",3,3,"PHYS08016","Physics 1A:  Foundations","b2380181"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","b2380181"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Meteorology",3,3,"PHYS08016","Physics 1A:  Foundations","442523ce"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Meteorology",3,3,"PHYS08035","Mathematics for Physics 1","442523ce"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Meteorology",3,3,"PHYS08036","Mathematics for Physics 2","442523ce"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",3,2,"SCEE08009","Engineering Mathematics 2A","948695b3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics and Physics",3,3,"PHYS08016","Physics 1A:  Foundations","881ee21e"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","2b82d62c"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Meteorology",3,3,"PHYS08016","Physics 1A:  Foundations","4bde1c8a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Meteorology",3,3,"PHYS08035","Mathematics for Physics 1","4bde1c8a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Meteorology",3,3,"PHYS08036","Mathematics for Physics 2","4bde1c8a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",2,2,"SCEE08009","Engineering Mathematics 2A","bdaebc10"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08016","Physics 1A:  Foundations","a86e86b1"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08035","Mathematics for Physics 1","a86e86b1"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08036","Mathematics for Physics 2","a86e86b1"
"M","Bulgaria","Bulgaria","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","5a150882"
"M","Bulgaria","Bulgaria","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","e9931f81"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",3,2,"PHYS08016","Physics 1A:  Foundations","4e6987cf"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",3,2,"SCEE08009","Engineering Mathematics 2A","4e6987cf"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",3,3,"PHYS08016","Physics 1A:  Foundations","c3867f37"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",3,3,"PHYS08035","Mathematics for Physics 1","c3867f37"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",3,3,"PHYS08036","Mathematics for Physics 2","c3867f37"
"F","Malaysia","Malaysia","OVERSEAS","Overseas/International fee rate","Chemical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","bc9a4c66"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",3,3,"PHYS08016","Physics 1A:  Foundations","bf9b59b3"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",3,3,"PHYS08035","Mathematics for Physics 1","bf9b59b3"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",3,3,"PHYS08036","Mathematics for Physics 2","bf9b59b3"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08016","Physics 1A:  Foundations","1dacba90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08035","Mathematics for Physics 1","1dacba90"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08036","Mathematics for Physics 2","1dacba90"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering with Management",3,3,"SCEE08009","Engineering Mathematics 2A","698cff7b"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",3,2,"PHYS08016","Physics 1A:  Foundations","7c72073f"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",3,2,"PHYS08035","Mathematics for Physics 1","7c72073f"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",3,2,"PHYS08036","Mathematics for Physics 2","7c72073f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",3,3,"PHYS08016","Physics 1A:  Foundations","f03628d6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08016","Physics 1A:  Foundations","22146252"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08035","Mathematics for Physics 1","22146252"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08036","Mathematics for Physics 2","22146252"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","4c31e0b9"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","ce252705"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Theoretical Physics",3,3,"PHYS08016","Physics 1A:  Foundations","9ffc5fe1"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Theoretical Physics",3,3,"PHYS08035","Mathematics for Physics 1","9ffc5fe1"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Theoretical Physics",3,3,"PHYS08036","Mathematics for Physics 2","9ffc5fe1"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","83fc001"
"M","Zimbabwe","United Kingdom","OVERSEAS","Overseas/International fee rate","Mechanical Engineering with Management",3,3,"PHYS08016","Physics 1A:  Foundations","3bc92b08"
"M","Zimbabwe","United Kingdom","OVERSEAS","Overseas/International fee rate","Mechanical Engineering with Management",3,3,"SCEE08009","Engineering Mathematics 2A","3bc92b08"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",3,3,"PHYS08016","Physics 1A:  Foundations","5ff34dd2"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Electrical Engineering",3,3,"PHYS08016","Physics 1A:  Foundations","9ee10f8f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Electrical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","9ee10f8f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Computer Science",3,2,"SCEE08009","Engineering Mathematics 2A","29916a88"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","b8e6e5dd"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","English Literature",3,3,"PHYS08035","Mathematics for Physics 1","3af22261"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","73d58154"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering with Renewable Energy",3,2,"SCEE08009","Engineering Mathematics 2A","fd7dd091"
"M","Belgium","Spain (includes Ceuta, Melilla)","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","b8cf45c5"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",3,3,"PHYS08016","Physics 1A:  Foundations","655212c8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",3,3,"PHYS08035","Mathematics for Physics 1","655212c8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",3,3,"PHYS08036","Mathematics for Physics 2","655212c8"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,1,"PHYS08016","Physics 1A:  Foundations","c7729316"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,1,"PHYS08035","Mathematics for Physics 1","c7729316"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,1,"PHYS08036","Mathematics for Physics 2","c7729316"
"M","Scotland","Portugal (includes Madeira, Azores)","SEU","Scotland fee rate","Mechanical Engineering",3,3,"PHYS08016","Physics 1A:  Foundations","40f86ff7"
"M","Scotland","Portugal (includes Madeira, Azores)","SEU","Scotland fee rate","Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","40f86ff7"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","9d725a07"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",2,2,"PHYS08016","Physics 1A:  Foundations","d6902706"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",2,2,"PHYS08035","Mathematics for Physics 1","d6902706"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",2,2,"PHYS08036","Mathematics for Physics 2","d6902706"
"M","China","China","OVERSEAS","Overseas/International fee rate","Civil Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","449ec38b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Structural Engineering with Architecture",3,3,"SCEE08009","Engineering Mathematics 2A","112943a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry",3,3,"PHYS08016","Physics 1A:  Foundations","21905527"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry",3,3,"PHYS08035","Mathematics for Physics 1","21905527"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry",3,3,"PHYS08036","Mathematics for Physics 2","21905527"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electrical and Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","229140f2"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,2,"PHYS08016","Physics 1A:  Foundations","f0f728bb"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,2,"PHYS08035","Mathematics for Physics 1","f0f728bb"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,2,"PHYS08036","Mathematics for Physics 2","f0f728bb"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Electrical Engineering",3,3,"PHYS08016","Physics 1A:  Foundations","ef1634ce"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Electrical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","ef1634ce"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",3,3,"PHYS08016","Physics 1A:  Foundations","1cf8af09"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","1cf8af09"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","857cba41"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electrical And Mechanical Engineering",3,3,"PHYS08016","Physics 1A:  Foundations","4979b974"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electrical And Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","4979b974"
"M","China","China","OVERSEAS","Overseas/International fee rate","Electronics",3,3,"SCEE08009","Engineering Mathematics 2A","854278a4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","78fc0b36"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",2,2,"PHYS08016","Physics 1A:  Foundations","b273da53"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",2,2,"PHYS08035","Mathematics for Physics 1","b273da53"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",2,2,"PHYS08036","Mathematics for Physics 2","b273da53"
"M","Hungary","Hungary","SEU","EU/EEA fee rate","Electrical And Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","db337f34"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics and Physics",3,2,"PHYS08016","Physics 1A:  Foundations","951c7958"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",3,3,"PHYS08016","Physics 1A:  Foundations","fb105bab"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","fb105bab"
"M","Scotland","Pakistan","SEU","Scotland fee rate","Chemical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","df7c7350"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Civil Engineering",3,2,"SCEE08009","Engineering Mathematics 2A","eb34ba7f"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08016","Physics 1A:  Foundations","5161ea8c"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08035","Mathematics for Physics 1","5161ea8c"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08036","Mathematics for Physics 2","5161ea8c"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering with Management",3,2,"PHYS08016","Physics 1A:  Foundations","13ae561"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering with Management",3,2,"SCEE08009","Engineering Mathematics 2A","13ae561"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering with Renewable Energy",3,3,"SCEE08009","Engineering Mathematics 2A","1eb67bc1"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering with Renewable Energy",3,3,"SCEE08009","Engineering Mathematics 2A","f9246f4b"
"M","Scotland","Poland","SEU","Scotland fee rate","Mechanical Engineering",2,2,"SCEE08009","Engineering Mathematics 2A","9446449d"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",3,2,"PHYS08016","Physics 1A:  Foundations","7a9b7fe6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",3,2,"PHYS08016","Physics 1A:  Foundations","5902e4a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",3,2,"PHYS08035","Mathematics for Physics 1","5902e4a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",3,2,"PHYS08036","Mathematics for Physics 2","5902e4a"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","cac5e6bf"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Geology",3,2,"PHYS08016","Physics 1A:  Foundations","2bf4807d"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","2f922c01"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","ef44a5bd"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","80e3505f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",3,4,"PHYS08041","Algebra and Calculus","20060fb5"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",3,3,"PHYS08016","Physics 1A:  Foundations","bf2168b5"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","bf2168b5"
"F","Lithuania","Lithuania","SEU","EU/EEA fee rate","Structural Engineering with Architecture",3,3,"SCEE08009","Engineering Mathematics 2A","728fbc91"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematical Physics",3,2,"PHYS08016","Physics 1A:  Foundations","3696fed4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematical Physics",3,2,"PHYS08035","Mathematics for Physics 1","3696fed4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematical Physics",3,2,"PHYS08036","Mathematics for Physics 2","3696fed4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computational Physics",3,3,"PHYS08016","Physics 1A:  Foundations","e872c201"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computational Physics",3,3,"PHYS08035","Mathematics for Physics 1","e872c201"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computational Physics",3,3,"PHYS08036","Mathematics for Physics 2","e872c201"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Structural Engineering with Architecture",2,2,"SCEE08009","Engineering Mathematics 2A","269bbf18"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Electrical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","31da7940"
"M","Greece","Greece","SEU","EU/EEA fee rate","Electrical And Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","6ca8f520"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electrical And Mechanical Engineering",2,2,"PHYS08016","Physics 1A:  Foundations","1d45cba6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electrical And Mechanical Engineering",2,2,"SCEE08009","Engineering Mathematics 2A","1d45cba6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08016","Physics 1A:  Foundations","31455e27"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08035","Mathematics for Physics 1","31455e27"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08036","Mathematics for Physics 2","31455e27"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","778ea0ab"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","8a628c29"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","aa56ca4b"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",3,3,"PHYS08016","Physics 1A:  Foundations","1aa9b690"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08016","Physics 1A:  Foundations","29feb81b"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08035","Mathematics for Physics 1","29feb81b"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08036","Mathematics for Physics 2","29feb81b"
"F","Scotland","Ireland","SEU","Scotland fee rate","Mechanical Engineering",2,2,"SCEE08009","Engineering Mathematics 2A","c5f13fa9"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",3,2,"SCEE08009","Engineering Mathematics 2A","f94a6c9b"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",2,2,"PHYS08016","Physics 1A:  Foundations","423fe185"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",2,2,"PHYS08035","Mathematics for Physics 1","423fe185"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",2,2,"PHYS08036","Mathematics for Physics 2","423fe185"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics with Meteorology",3,3,"PHYS08016","Physics 1A:  Foundations","992864d8"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics with Meteorology",3,3,"PHYS08035","Mathematics for Physics 1","992864d8"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics with Meteorology",3,3,"PHYS08036","Mathematics for Physics 2","992864d8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Geology",3,2,"SCEE08009","Engineering Mathematics 2A","d4696b91"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",3,3,"PHYS08016","Physics 1A:  Foundations","785d20d7"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","785d20d7"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Electrical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","48734584"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering with Management",3,3,"SCEE08009","Engineering Mathematics 2A","43c776a4"
"M","Spain","Spain (includes Ceuta, Melilla)","SEU","EU/EEA fee rate","Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","de9348ef"
"M","Bulgaria","Bulgaria","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","c0cee176"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",2,1,"PHYS08016","Physics 1A:  Foundations","30e1fe2"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",2,1,"PHYS08035","Mathematics for Physics 1","30e1fe2"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",2,1,"PHYS08036","Mathematics for Physics 2","30e1fe2"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08016","Physics 1A:  Foundations","75eb843d"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08035","Mathematics for Physics 1","75eb843d"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08036","Mathematics for Physics 2","75eb843d"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08016","Physics 1A:  Foundations","4f8bdb4a"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08035","Mathematics for Physics 1","4f8bdb4a"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08036","Mathematics for Physics 2","4f8bdb4a"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Geology",3,3,"PHYS08016","Physics 1A:  Foundations","9f286d37"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Geology",3,3,"PHYS08035","Mathematics for Physics 1","9f286d37"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Geology",3,3,"PHYS08036","Mathematics for Physics 2","9f286d37"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08016","Physics 1A:  Foundations","4bfa15cb"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08035","Mathematics for Physics 1","4bfa15cb"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",3,3,"PHYS08036","Mathematics for Physics 2","4bfa15cb"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry",3,3,"PHYS08016","Physics 1A:  Foundations","4400653"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry",3,3,"PHYS08035","Mathematics for Physics 1","4400653"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry",3,3,"PHYS08036","Mathematics for Physics 2","4400653"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Linguistics",2,1,"PHYS08016","Physics 1A:  Foundations","e61f69b4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",3,2,"SCEE08009","Engineering Mathematics 2A","400a0426"
